minimum_click_outs_per_minute,time_at_minimum,maximum_click_outs_per_minute,time_at_maximum,mean_click_outs_per_minute,median_click_outs_per_minute,standard_deviation_click_outs_per_minute
1,23:59,310,0:27,261.39344262295083,266.0,39.06843512288173
