store_page_domain,bounce_rate,total_single_page_viewers,total_visits
workingperson.com?utm_source=rss&utm_medium=merchant,1.0,1,1
j.ransom,1.0,1,1
gabproperty.com,1.0,1,1
customcrystalz.com,1.0,1,1
www.pintwire.co.in%0D.au,1.0,1,1
empresstianna.com,1.0,1,1
amazon.fr,1.0,1,1
amf.com,1.0,1,1
betterthanpants.com,1.0,2,2
neatreceipts.com?utm_source=rss&utm_medium=merchant,1.0,1,1
birkenstockcentral.com,1.0,1,1
theworkathomewoman.com,1.0,1,1
rapidshare.com,1.0,1,1
macmall.com?utm_source=rss&utm_medium=tag,1.0,1,1
ipower.com,1.0,2,2
trygames.com,1.0,1,1
buschgardens.com,0.7659574468085106,36,47
stumbleupon.com,1.0,1,1
4inkjets.com,1.0,8,8
marioncountymedical.com,1.0,1,1
personalitydesk.com,0.0,0,2
janson-beckett.com,1.0,1,1
directnic.com,1.0,1,1
fidopetfood.com,1.0,1,1
exposedskincare.com,1.0,1,1
swisscolony.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
moosineer.com,1.0,1,1
store.rawlings.com?utm_source=rss&utm_medium=tag,1.0,1,1
stuff4scrapbooking.com,1.0,1,1
premiernailsource.com,1.0,2,2
spierandmackay.com,1.0,2,2
sextoys.com?utm_source=rss&utm_medium=merchant,1.0,1,1
drawtite-hitches.com,1.0,1,1
crateandbarrel.com),1.0,1,1
pickupflowers.com,1.0,1,1
casualmale.com,1.0,3,3
quakekare.com,1.0,1,1
tygirlz.com,1.0,3,3
shadesaver.com,1.0,1,1
fxclub.com,1.0,1,1
mybeautifulsophia.com,1.0,1,1
lamadboard.com,1.0,1,1
fashionize.nl,1.0,2,2
craftconn.com,1.0,1,1
tommydxxx.com,1.0,1,1
greatwolflodge.com,0.7333333333333333,22,30
srslabs.com,1.0,2,2
antaforyou.com,1.0,1,1
northtownvolvoofbuffalo.com,1.0,1,1
frenchbluepapers.com,1.0,1,1
laroche-posay.us,1.0,2,2
thegiantpeach.com?utm_source=rss&utm_medium=tag,1.0,1,1
doublejump.com,1.0,1,1
happyhentoys.com,1.0,2,2
gourmetfoodstore.com,1.0,1,1
expertshield.com,1.0,1,1
superforums.org,1.0,1,1
euserv.com,1.0,1,1
partybasics.com,1.0,1,1
lumens.com,1.0,4,4
twoengineers.com,1.0,1,1
homeavdirect.co.uk,1.0,1,1
designtorget.se,1.0,1,1
tmlewin.co.uk,1.0,3,3
uggbootsmadeinaustralia.com.au,1.0,1,1
etm.getmyperks.com,1.0,1,1
intermedia.net,1.0,1,1
jonestshirts.com,1.0,1,1
jojolovesyou.com,1.0,2,2
apidexin.com?utm_source=rss&utm_medium=tag,1.0,1,1
weddingshop.theknot.com,1.0,8,8
jameco.com,1.0,1,1
foodservicewarehouse.com,1.0,2,2
sandals.com,1.0,3,3
gearandtraining.com,0.0,0,2
cardsdirect.com,1.0,1,1
missselfridge.com,1.0,1,1
redeemhere.com,1.0,1,1
stubhub.com,0.875,14,16
fye.com,1.0,3,3
soundstrue.com,1.0,2,2
vitalicious.com?utm_source=rss&utm_medium=tag,1.0,1,1
assembla.com,1.0,1,1
glyde.com,1.0,3,3
realsteakjerky.com,1.0,1,1
thisplaceisazoo.com,1.0,2,2
soundstrue.com?utm_source=rss&utm_medium=tag,1.0,1,1
purecollection.com,1.0,2,2
bike.com,1.0,2,2
sportsmansguide.com,0.9047619047619048,19,21
theshoemart.com?utm_source=rss&utm_medium=merchant,1.0,1,1
spartans.teamfanshop.com,1.0,1,1
mooo.com.au,1.0,1,1
loverspackage.com,1.0,3,3
thegameshop.com,1.0,1,1
clinique.com,1.0,42,42
livingxl.com,1.0,1,1
urbanoriginal.com,1.0,1,1
oilcanhenry.com,1.0,1,1
zipgenius.it,1.0,1,1
vaned.com,1.0,1,1
wintersilks.com?utm_source=email&utm_medium=alert,1.0,1,1
javascriptrocks.com,1.0,2,2
houstonguitar.com,1.0,1,1
wholesalemopar.com,1.0,1,1
chukar.com,1.0,1,1
sx.http,1.0,1,1
funjet.com?utm_source=rss&utm_medium=tag,1.0,1,1
blockbuster.co.uk,1.0,1,1
wallaroohats.com,1.0,1,1
georgesfunfactory.com,1.0,1,1
williamsburgmarketplace.com,1.0,2,2
missbellydance.com,1.0,1,1
softwaremarket.ncomputing.com.vn,1.0,1,1
store.droid-life.com,1.0,2,2
zonealarm.com,1.0,1,1
trulymom.com,1.0,1,1
howrse.com,1.0,1,1
weplay.com,1.0,2,2
modernvapor.com,1.0,1,1
dandelionbaby.com,1.0,1,1
gogglesandglasses.com,1.0,1,1
mediweightlossclinics.com,1.0,3,3
getdropbox.com,1.0,1,1
romeospizza.com,1.0,1,1
domyownpestcontrol.com?fb_xd_fragment,0.0,0,3
partsgeek.com,1.0,18,18
spicy-lingerie-store.com,1.0,1,1
espemporium.com,1.0,1,1
marleycoffee.com,1.0,1,1
paulfredrick.com,1.0,3,3
ringside.com,0.3333333333333333,1,3
incrediblepizza.com,1.0,2,2
graboid.com,1.0,2,2
astronomics.com,1.0,1,1
legoland.de,1.0,1,1
turbocad.com,1.0,1,1
maxim.com,1.0,2,2
accuquilt.com,1.0,1,1
www.mylookout.com?utm_source=extension&utm_medium=bookmarklet,0.0,0,2
girlychecks.com,1.0,1,1
writingclasses.com,1.0,2,2
totsy.com,1.0,9,9
specsuperstore.com,1.0,1,1
flower-delivery-flowers.com,1.0,1,1
mentalfloss.com,1.0,2,2
moriluggage.com,1.0,2,2
subwayfreshbuzz.com?utm_source=rss&utm_medium=merchant,1.0,1,1
chronoshark.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Bnaff,1.0,1,1
londonopenhouse.org,1.0,1,1
blackartdepot.com,1.0,1,1
alight.com,1.0,1,1
rewinditback.com,1.0,1,1
ouwehand.nl?utm_source=rss&utm_medium=tag,1.0,1,1
letsplayballtickets.com,1.0,1,1
warrock.nexon.com,1.0,3,3
daytondailynews.com,1.0,1,1
landmarkbingo.co.uk,1.0,2,2
adventureland.com?utm_source=rss&utm_medium=tag,1.0,1,1
autobarn.com,1.0,4,4
la-favorita.com,1.0,2,2
wholesalepoint.com,1.0,2,2
funkychunkyinc.com,1.0,1,1
rackattack.com?utm_source=rss&utm_medium=tag,1.0,1,1
cadburygiftsdirect.co.uk?utm_source=rss&utm_medium=tag,1.0,1,1
amerimark.com,1.0,6,6
intmale.com,1.0,1,1
westgateresorts.com,0.5,2,4
constructiveplaythings.com,1.0,1,1
barbiecollector.com,1.0,6,6
printsasia.com,1.0,2,2
waterford.com,1.0,1,1
diversifiedshowcase.com,1.0,1,1
dmillersholytea.com,1.0,1,1
justflowers.com,1.0,2,2
glassesdirect.co.uk,1.0,1,1
bedlounge.com,1.0,2,2
myswimbaby.com,1.0,1,1
elmstreetphotography.zenfolio.com,1.0,1,1
mountainmade.com,1.0,1,1
moviemusicmore.com,1.0,1,1
ubid.com,1.0,3,3
shoes.com?utm_source=newsletter&utm_medium=2011_09_20&utm_campaign=1,1.0,3,3
makeupartistschoice.com,1.0,1,1
tempur-pedic.com,1.0,1,1
ginogreenglobal.com,1.0,1,1
cheapwristbands.com,1.0,1,1
dsostore.com?fb_xd_fragment,0.0,0,2
nylingerie.com,1.0,1,1
scubastore.com,1.0,1,1
textbooksnow.com,1.0,1,1
inthisveryroom.com,1.0,1,1
bigskycountry.com,1.0,1,1
aimsurplus.comsimilaraimsurplus.com,1.0,1,1
iverein.de,0.0,0,2
drivetime.com,1.0,1,1
pepboys.com,1.0,7,7
bartswatersports.com,1.0,3,3
corelle.com,1.0,5,5
bonamart.com,1.0,2,2
clarks.com?utm_source=rss&utm_medium=tag,1.0,1,1
ustream.tv,1.0,1,1
watchesonnet.com,1.0,2,2
trojanvibrations.com,1.0,1,1
pearsoned.co,1.0,1,1
ballarddesigns.com,1.0,9,9
vacationhomerentals.com,1.0,1,1
xlpharmacycanada.com,1.0,1,1
tactics.com,1.0,3,3
glittergaloreandmore.com,1.0,1,1
mjtrim.com,1.0,1,1
shop.history.com,1.0,1,1
totalhealthvitamins.net?utm_source=rss&utm_medium=tag,1.0,1,1
seekbooks.com.au,1.0,1,1
cashu.com,1.0,2,2
frangrance.com,1.0,2,2
vintagesuitsbymary.com,1.0,1,1
nutsinbulk.com,1.0,3,3
birdieball.com,1.0,2,2
ubishop.com,1.0,1,1
net-a-porter.com,1.0,2,2
travelocity.ca,1.0,1,1
delivery.com?utm_source=rss&utm_medium=tag,1.0,1,1
redbus.in?utm_source=rss&utm_medium=tag,1.0,1,1
nobetterdeal.com,1.0,3,3
foxshop.seenon.com,1.0,1,1
invision-gaming.co.uk,1.0,2,2
hondapartsdeals.com?utm_source=rss&utm_medium=merchant,1.0,1,1
shoes.com,1.0,45,45
pointerbrand.com,1.0,1,1
dyndns.com?utm_source=rss&utm_medium=merchant,1.0,1,1
navy-nex.com,1.0,1,1
naturalgrocers.com,1.0,2,2
ricestudiosupplies.com,1.0,2,2
cdrdvdrmedia.com,1.0,2,2
customtreasures.net,1.0,2,2
petshed.com,1.0,2,2
illegalthreads.com,1.0,1,1
laredout.com,1.0,1,1
gillyhicks.com,1.0,6,6
onlineseats.com,0.3333333333333333,1,3
avgantivirus.com,1.0,1,1
totalhockey.com,1.0,3,3
solidcolorneckties.com?utm_source=rss&utm_medium=merchant,1.0,1,1
woodcraft.com?utm_source=rss&utm_medium=tag,1.0,1,1
nestle-abuelita.com,1.0,1,1
mgm.com,1.0,1,1
gardensupply.com,1.0,1,1
whodinihandmade.com,1.0,1,1
gotvape.com,1.0,4,4
achotelexperts.com?utm_source=rss&utm_medium=tag,1.0,1,1
matchesfashion.com,1.0,1,1
thewinfieldcollection.com,1.0,1,1
taget.com,1.0,2,2
littlemissmatched.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
bol.com,1.0,1,1
classic-charms.com,1.0,1,1
blucigs.com,1.0,10,10
motocrossandmore.com,1.0,1,1
smartsaver.com.au,1.0,1,1
hollisterco.com?utm_source=rss&utm_medium=tag,1.0,1,1
gps4buy.com,1.0,1,1
trampolineandmore.com,1.0,1,1
dogwoodlondon.co.uk,1.0,1,1
outlet.http://monik.su/,1.0,1,1
adultrental.com,1.0,1,1
tickets.berkeleyrep.org,1.0,1,1
walkerswarehouse.com,1.0,3,3
daveramsey.com,1.0,8,8
littlemonkeytoes.com,1.0,1,1
swayandcake.com,1.0,1,1
paperlanternstore.com?utm_source=rss&utm_medium=tag,1.0,1,1
wreckingbalm.com,1.0,2,2
sweetpeachesbedding.com,1.0,2,2
nugrohairproducts.com,1.0,1,1
planetdog.com,1.0,1,1
prescriptives.com?utm_source=rss&utm_medium=tag,1.0,1,1
wintersilks.com?utm_source=rss&utm_medium=merchant,1.0,1,1
asocial.storenvy.com,1.0,1,1
kurdishrights.org,1.0,1,1
brakeworld.com,1.0,1,1
pornaccess.com,1.0,1,1
plus-model-mag.com,1.0,1,1
noteworthynotes.com,1.0,2,2
whitecastle.com?utm_source=rss&utm_medium=merchant,1.0,1,1
ashampoo.com,1.0,1,1
traveladventures.com,1.0,1,1
cam4.com,1.0,1,1
chanhassentheatres.com,0.0,0,3
nytix.com,1.0,2,2
atasteoftiffany.com,1.0,1,1
webs.com,1.0,1,1
tandjperformance.com,1.0,2,2
redoute.co.uk,1.0,1,1
peebles.com?utm_source=rss&utm_medium=merchant,1.0,1,1
hhhg.com,1.0,1,1
roxy.com,0.6,3,5
brassyapple.com,1.0,1,1
getmefashion.com,1.0,1,1
shopadam.com,1.0,1,1
thesolemates.com,1.0,2,2
nostar.com,0.0,0,2
evaluesoftware.com,1.0,1,1
hussainy.com,1.0,1,1
hostoweb.com,1.0,1,1
fulltiltpoker.com,1.0,1,1
shoppingtime.com.au,1.0,1,1
spriproducts.com,1.0,2,2
duwop.com,1.0,1,1
historic-newspapers.co.uk,1.0,1,1
toywiz.com,1.0,4,4
thoughtfishmedia.com,1.0,1,1
jxlporn.com,1.0,1,1
starbucksstore.com,1.0,2,2
clarks.com,1.0,2,2
glitzy-glam.com?utm_source=rss&utm_medium=tag,1.0,1,1
wigs.com,1.0,3,3
dickblick.com,1.0,9,9
iseto.com,1.0,1,1
fabricmartfabrics.com,1.0,1,1
psfskincare.com,1.0,1,1
homesteadhotels.com?utm_source=rss&utm_medium=merchant,1.0,1,1
4imprint.ca,1.0,2,2
womanwithin.org,1.0,1,1
extremesportchamp.com,1.0,1,1
sportsdepot.com?utm_source=rss&utm_medium=tag,1.0,1,1
lyntec.com,1.0,1,1
b-glowing.com,1.0,1,1
onboardfabrics.com,1.0,2,2
bmw-online.com,1.0,1,1
portsmouthusedcarsuperstore.com,1.0,1,1
larzpetgear.com,1.0,1,1
americanmedical-id.com?utm_source=rss&utm_medium=tag,1.0,1,1
emediamonthly.com,1.0,1,1
mairzeydotes.com,1.0,1,1
pixmania-pro.com,1.0,2,2
petco.com?fb_xd_fragment,1.0,1,1
gsmr.com,1.0,1,1
dfsdirectsales.com?utm_source=rss&utm_medium=merchant,1.0,1,1
bedandbathoutlet.com,1.0,1,1
dieseldoggie.net,1.0,1,1
rugs-direct.com,1.0,3,3
pureprescriptions.com,1.0,1,1
jumpgrades.com,1.0,1,1
addinggames.com,1.0,1,1
aero.com?utm_source=rss&utm_medium=tag,1.0,1,1
loewshotels.com,1.0,2,2
e-omc.com?utm_source=rss&utm_medium=merchant,1.0,1,1
volusion.com,1.0,1,1
mgmgrand.com,1.0,13,13
lgwebdesigns.com,1.0,1,1
bonobos.com,1.0,4,4
itunes.www.eliteqdecoration.com,1.0,1,1
divabuy.com,1.0,1,1
theoriginalmudrun.com,1.0,1,1
oltraining.com,1.0,1,1
img131.www.urolexwatches.com,1.0,1,1
birkenstockusa.com,1.0,1,1
dressyourhorse.com,1.0,1,1
stickybelt.com,1.0,1,1
musashiswords.com,1.0,1,1
modani.com,1.0,1,1
bestessays.com,1.0,3,3
justmultiples.com,1.0,1,1
suratdiamond.com,1.0,1,1
deckstoreonline.com,1.0,2,2
light-speed.com,1.0,1,1
pcrush.com,1.0,2,2
1800flowers.com,0.8604651162790697,37,43
spreadshirt.com,0.8461538461538461,11,13
sportsbet.com.au,1.0,2,2
crossfit-noreaster.com,1.0,1,1
southernaluminum.com,1.0,1,1
forwardforward.com?utm_source=rss&utm_medium=tag,1.0,1,1
everythingroyal.com,1.0,2,2
highlightscatalog.com,1.0,2,2
barnesandnoble.com?rkg_id=c-288679757_h-27daab00379d11c72e6f1fd21a34ab76_t-1316651984&creative=12882344254&gclid=CNLGpe7Or6sCFSYZQgod_gEIfQ,1.0,1,1
scentsiblewellness.com,1.0,1,1
shindigz.com,1.0,6,6
shellbacktactical.com,1.0,1,1
chacousa.com?utm_source=rss&utm_medium=tag,1.0,1,1
mobhits.com,1.0,1,1
laughingbirdsoftware.com,1.0,1,1
annies.com?utm_source=rss&utm_medium=merchant,1.0,1,1
yourstoreonline.net,1.0,2,2
mountaingear.com?utm_source=rss&utm_medium=merchant,1.0,1,1
cartoonnetworkshop.com,1.0,1,1
loveculture.com,1.0,5,5
eastwood.com,1.0,1,1
tafford.com?utm_source=rss&utm_medium=merchant,1.0,1,1
grandinroad.com,1.0,14,14
tricoastal.bigcartel.com,1.0,1,1
macway.com,1.0,1,1
medicalscrubscollection.com,1.0,2,2
wrapwithus.com?utm_source=rss&utm_medium=merchant,1.0,1,1
india.com,1.0,2,2
kjordan.com?fb_xd_fragment,1.0,1,1
janeiredaledirect.com?utm_source=rss&utm_medium=tag,1.0,1,1
thevermontcountrystore.com,1.0,1,1
worldnomads.com,1.0,3,3
activerideshop.com,1.0,2,2
bsueboutiques.com,1.0,1,1
edensbouquet.com,1.0,1,1
img131.americanschooloflocksmithing.com,1.0,1,1
vxb.com,1.0,1,1
icandywrap.com,0.0,0,2
motorcycleshows.com,1.0,1,1
maxxtuningmag.com,1.0,1,1
putlocker.com,1.0,2,2
maxscloset.com,1.0,1,1
foxtheatre.org,1.0,2,2
lenscatalogue.com,1.0,1,1
sansa.com?utm_source=rss&utm_medium=merchant,1.0,1,1
splashtownsa.com?utm_source=rss&utm_medium=tag,1.0,1,1
shop.taylormadegolf.com,1.0,1,1
twinarmada.com,1.0,1,1
meltingpot.com,1.0,4,4
jcp.cpm,1.0,1,1
ohbabyfitness.com,1.0,2,2
gems4five.com,1.0,1,1
roverlandparts.com,1.0,2,2
nordictrackapparel.com?utm_source=rss&utm_medium=tag,1.0,1,1
daisygear.com,1.0,1,1
kjmagnetics.com?utm_source=rss&utm_medium=merchant,1.0,1,1
tops4less.com,1.0,1,1
muldoons.com,1.0,1,1
telestial.com,1.0,1,1
mymmms.com,1.0,1,1
freecolorprinters.xerox.com,1.0,1,1
hm.com,1.0,24,24
internetpasswordorganizer.com,1.0,1,1
gardensalive.com,1.0,3,3
dominationservers.com,1.0,1,1
manjunk.com,1.0,1,1
westernunion.com,1.0,1,1
everbuying.com,1.0,3,3
lacoste.com,1.0,8,8
tarpsplus.com,1.0,1,1
valuepetsupplies.com?utm_source=rss&utm_medium=merchant,1.0,1,1
quark.com,1.0,2,2
jeansa.n.a,1.0,1,1
home-technology-store.com,1.0,2,2
gmcbetterhealth.com,1.0,1,1
beautyfix.com,1.0,1,1
yesbuy.net,1.0,1,1
inkjetsuperstore.com,1.0,5,5
dcables.net,1.0,1,1
pens.com,0.2,1,5
duelingschool.com,1.0,1,1
guilt.com,1.0,1,1
happyheinys.com,1.0,1,1
silveroakcasino.com,1.0,1,1
homefinery.com,1.0,1,1
bigandtall.com,1.0,2,2
boomerangit.com,1.0,1,1
mmogsale.com,1.0,1,1
plowhearth.com,0.75,6,8
brazzers.com?utm_source=rss&utm_medium=tag,1.0,1,1
jennycraig.com,0.3333333333333333,1,3
everydaysource.com?utm_source=rss&utm_medium=tag,1.0,1,1
s28.youtube.com,1.0,1,1
proplan.com?utm_source=rss&utm_medium=tag,1.0,1,1
metmuseum.com,1.0,1,1
everlastwomens.com?utm_source=rss&utm_medium=tag,1.0,1,1
mey-edlich.de,1.0,1,1
wayfair.com,1.0,10,10
foxzyladyboutique.com,1.0,1,1
shopko.com,1.0,4,4
chemistry.com?utm_source=rss&utm_medium=merchant,1.0,1,1
spartancoupons.com,1.0,1,1
herbdoc.com?utm_source=rss&utm_medium=tag,1.0,1,1
repairclinic.com,1.0,1,1
chefscatalog.com,1.0,2,2
naturallycurly.com,1.0,1,1
boeingstore.com,1.0,1,1
advil.com,1.0,1,1
titanmotorsports.com,1.0,1,1
hondapartsnow.com,1.0,2,2
clamcase.com?fb_xd_fragment,1.0,1,1
databazaar.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
tissuefetish.com,1.0,1,1
devotedtosport.co.uk,1.0,1,1
newdentalchoice.com,1.0,1,1
flowerscanada.com,1.0,1,1
bittraffic.com,1.0,1,1
arvixe.com,1.0,3,3
stevespanglerscience.com,1.0,4,4
kickswin.com,1.0,1,1
allcosmeticswholesale.com?utm_source=rss&utm_medium=tag,1.0,1,1
buffaloruninn.com,1.0,1,1
invitationconsultants.com,1.0,5,5
carolines.com,1.0,1,1
gogogear.com.au,1.0,1,1
mamapedia.com,1.0,1,1
efooddepot.com,1.0,1,1
thefruitcompany.com,1.0,1,1
yesasia.com,1.0,3,3
arthousecoop.com,1.0,3,3
famousfootwear.com?fb_xd_fragment,1.0,1,1
myachi.com,1.0,1,1
sigmamakeup.com,1.0,1,1
tablethotels.com,1.0,4,4
net-a-portet.com,1.0,2,2
chicos.com,0.7692307692307693,10,13
fresno.edu,1.0,1,1
elpolloloco.com?fb_xd_fragment,1.0,1,1
easyclosets.com,1.0,1,1
wildliferanchtexas.com,1.0,2,2
buy.apc.com,1.0,1,1
ellamo.de,1.0,1,1
pepperface.com,0.3333333333333333,1,3
rubytuesday.com%23537964,1.0,1,1
skateparkoftampa.com,1.0,1,1
sonlight.com,1.0,1,1
tiffstreats.com,1.0,1,1
blogs.www.allinklwith.us,1.0,1,1
rsjoomla.com,1.0,1,1
www.cellularfactory.com,1.0,1,1
intotheoven.com,1.0,2,2
hammacher.com,1.0,5,5
bigshoebazaar.com,1.0,2,2
oilcanhenry.com?utm_source=rss&utm_medium=tag,1.0,1,1
myprincesshats.com,1.0,1,1
ledunderbody.com?utm_source=rss&utm_medium=merchant,1.0,1,1
getyubo.com,1.0,2,2
comedydefensivedriving.com,1.0,2,2
hightechdealz.com,1.0,1,1
1-800-bakery.com,1.0,1,1
asos.com,1.0,3,3
papyrus.com,1.0,1,1
yummy-cebu.com,1.0,1,1
mountainmeadowherbs.com,1.0,3,3
sleekhair.com,0.625,5,8
spyzooka.com,1.0,1,1
afremov.com?utm_source=rss&utm_medium=merchant,1.0,1,1
hilton.com,0.91,91,100
sizzler.com?utm_source=rss&utm_medium=merchant,1.0,1,1
maclocks.com,1.0,1,1
footnotesonline.com,1.0,1,1
curtainworks.com,1.0,3,3
oo-software.com,1.0,1,1
buysocialads.com?utm_source=rss&utm_medium=tag,1.0,1,1
dashuria.com,1.0,1,1
tilley.com,1.0,2,2
myshellieslingerie.com,1.0,1,1
stocksunglasses.com,1.0,1,1
editorscloset.com?utm_source=rss&utm_medium=tag,1.0,1,1
bonnybabies.com,1.0,1,1
alldatadiy.com?utm_source=rss&utm_medium=tag,1.0,1,1
atlantaundercar.com,1.0,1,1
t-shirtking.com,1.0,1,1
fmcshop.com,1.0,1,1
herasincometaxschool.com,1.0,2,2
medievalmatters.com,1.0,2,2
fragrancezone.co.uk,1.0,1,1
worldyacht.com,1.0,1,1
imediarecruiters.com,1.0,1,1
www.youtube.com/watch?v=ieCZrkWTdb0.ph,1.0,1,1
constructiongear.com,1.0,1,1
adamevetoys.com,0.9215686274509803,47,51
employeestore.philips.com,1.0,1,1
cyberport.de,1.0,1,1
movielink.com,1.0,1,1
cabinetparts.com?pagewanted=all,1.0,1,1
internetsafety.com?utm_source=rss&utm_medium=merchant,1.0,1,1
ebtoys.com,1.0,1,1
argonauts.ca,1.0,2,2
monsterjanitorial.com,1.0,1,1
123inkcartridges.ca,1.0,4,4
lorealusa.com?utm_source=rss&utm_medium=tag,1.0,1,1
seattlecoffeegear.com,1.0,3,3
www3.tivo.com,1.0,1,1
pizzahut.co.uk?utm_source=rss&utm_medium=merchant,1.0,1,1
bobbyfresh.com,1.0,2,2
romanticgifts.com,1.0,1,1
searshomeservices.com,1.0,1,1
jcp.compresents,1.0,1,1
rapidsslonline.com,1.0,2,2
rwccpas.com,1.0,1,1
itskona.com,1.0,1,1
newdirectionsaromatics.com?utm_source=rss&utm_medium=merchant,1.0,1,1
pegreetingcards.com,1.0,1,1
dpsnutrition.net?utm_source=rss&utm_medium=tag,1.0,1,1
trendytummymaternity.com,1.0,1,1
importedblankets.com,1.0,2,2
reviews.americanschooloflocksmithing.com,0.0,0,2
valuepetsupplies.com,1.0,3,3
hairbowcenter.com,1.0,1,1
socialkik.com,1.0,2,2
joomlart.com?utm_source=rss&utm_medium=tag,1.0,1,1
mels-creations.com,1.0,1,1
wingstop.com,1.0,19,19
theoriginaltour.com,1.0,4,4
thenateshow.com,1.0,1,1
excaliberpc.com,1.0,1,1
militaryuniformsupply.com,1.0,2,2
treklightgear.com,1.0,1,1
scentsy.net,1.0,3,3
zip.ca?utm_source=rss&utm_medium=tag,1.0,1,1
mercure.com,1.0,3,3
beallsflorida.com,0.6,3,5
tehproject.net,1.0,1,1
oneluckyduck.com,1.0,1,1
eforbuy.com,1.0,1,1
lasventions.com,1.0,1,1
prettyimpress.com,1.0,1,1
grubhub.com,1.0,43,43
longaberger.com,1.0,1,1
gofobo.com?pagewanted=all,1.0,1,1
gonefunky.com,1.0,1,1
dr.pepper,1.0,1,1
bangcd.com,1.0,1,1
hitseller.de,1.0,1,1
nzherald.co.nz,1.0,2,2
magiccabin.com,1.0,1,1
kerastase-usa.com?utm_source=rss&utm_medium=tag,1.0,1,1
ebuilderdirect.com,1.0,2,2
utirrent.com,1.0,1,1
newportaquarium.com,1.0,1,1
harrietcarter.com,1.0,5,5
sterling-cars.com.au,1.0,1,1
babydepot.com?fb_xd_fragment,1.0,1,1
ginarisso.com,1.0,1,1
usairwaysvacations.com?utm_source=rss&utm_medium=merchant,1.0,1,1
bissell.com,1.0,4,4
earlypregnancytest.com,0.0,0,2
masonictravels.com,1.0,1,1
blendmount.com,0.5,2,4
communitycoffee.com,1.0,1,1
delightsville.net,1.0,1,1
promgirl.com,0.8333333333333334,10,12
weieast.com,1.0,2,2
sleepywrap.com,1.0,1,1
catalogfavorites.com,1.0,3,3
fluidsurfonline.com,1.0,1,1
deadseawonders.net,1.0,1,1
netcarats.com,1.0,1,1
softwaremarket.http://www.im.tv/blog/3420879,1.0,1,1
gooddeals18.com,1.0,1,1
tallmenshoes.com?utm_source=rss&utm_medium=tag,1.0,1,1
greenherbcafe.com,1.0,1,1
healthkick.tsfl.com?utm_source=rss&utm_medium=tag,1.0,1,1
sturbridgeyankee.com,1.0,2,2
simplybeen.com,1.0,2,2
sizzler.com?utm_source%3Drss%26utm_medium%3Dtag,1.0,1,1
abcdistributing.com,1.0,24,24
eyeglassfactoryonline.com,1.0,1,1
droid-life.com?utm_source=extension&utm_medium=firefox,1.0,1,1
fasttreck.net,1.0,1,1
homesweetfurniture.com,1.0,2,2
pmusa.com,1.0,3,3
eastshopex.com,1.0,1,1
poolplaza.com,1.0,1,1
gardeners.com,1.0,2,2
buybuybaby.com,0.875,35,40
boscovs.com,1.0,19,19
eshop.nl,1.0,2,2
fish-street.com,1.0,1,1
dickssportingsgoods.com,1.0,1,1
philipshomestore.com,1.0,1,1
brecks.com,1.0,4,4
visiondecor.com,1.0,1,1
alibris.com,0.8888888888888888,16,18
cooksplus.com,1.0,2,2
eyesave.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
iberostar.com,1.0,2,2
frozencpu.com,1.0,2,2
mcbeeinc.com,1.0,1,1
coxmoviecoupon.com,1.0,2,2
giftcentral.com.au,1.0,1,1
amazon.de,1.0,4,4
animaljam.com,0.8333333333333334,20,24
gr8stationery.co.uk,1.0,1,1
shabhaye.http://www.im.tv/blog/3420879,1.0,1,1
fanniemae.com?utm_source=rss&utm_medium=tag,1.0,1,1
adultresorts.com,1.0,1,1
dharmashop.com,1.0,1,1
pantaloon.futurebazaar.com,1.0,2,2
monbijou.com,1.0,2,2
animoto.com?utm_source=rss&utm_medium=merchant,1.0,1,1
medplususa.com,1.0,1,1
partcity.com,1.0,2,2
flatworldknowledge.com,1.0,1,1
fitsyou.com,1.0,1,1
cameta.com,1.0,1,1
puresmoker.com,1.0,1,1
auditionsshoes.com?utm_source=ask&utm_medium=cpc&utm_campaign=ask%2Bdeals%2Baff,1.0,1,1
amantel.com,1.0,2,2
sparkfun.com,1.0,2,2
innout.com,1.0,3,3
needplumbingsupplies.com,1.0,2,2
wiley.com,1.0,5,5
ballsout.com,1.0,1,1
hycreek.com,1.0,1,1
bajafresh.com,1.0,12,12
fitnesszone.com.au,1.0,1,1
sf.gameclub.com,1.0,1,1
wetseal.com,1.0,33,33
parknfly.ca,1.0,7,7
hostgator.com?utm_source=newsletter&utm_medium=2011_02_22&utm_source=Popular+Coupons+Newsletter&utm_campaign=1d0302982a-RetailMeNot_Newsletter_02222011&utm_medium=email,1.0,1,1
philadelphiaeagles.com?utm_source=rss&utm_medium=tag,1.0,1,1
top20.travelzoo.com,1.0,1,1
exposedskincare.com?utm_source=rss&utm_medium=merchant,1.0,1,1
wowacademy.com,1.0,1,1
gojane.com.com,1.0,1,1
picturesongold.com,1.0,1,1
scent-works.com,1.0,2,2
shop.nuance.com?utm_source=rss&utm_medium=merchant,1.0,1,1
